Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,Asthma
6037204920,2751,Los Angeles,90023,Los Angeles,-118.1974975,34.0175004,76.1
6037542402,3306,Los Angeles,90221,Compton,-118.2124134,33.881969,86.77
6037543202,5124,Los Angeles,90220,Compton,-118.230032,33.8798617,114.33
6037203300,2000,Los Angeles,90033,Los Angeles,-118.2077883,34.0588723,65.53
6037291220,3640,Los Angeles,90247,Los Angeles,-118.286709,33.8771395,64.77
6037433501,1949,Los Angeles,91733,South El Monte,-118.0651222,34.0572554,65.92
6037243100,6772,Los Angeles,90059,Los Angeles,-118.2350934,33.9327963,129.2
6037227010,5705,Los Angeles,90011,Los Angeles,-118.2469968,34.0185256,68.48
6037226001,2615,Los Angeles,90021,Los Angeles,-118.2502739,34.0244835,72.02
6037433101,2464,Los Angeles,91731,El Monte,-118.0605567,34.0686907,60.57
6037239202,5999,Los Angeles,90001,Los Angeles,-118.2649765,33.9856783,84.75
6037206050,2031,Los Angeles,90023,Los Angeles,-118.2244531,34.0299036,51.49
6037205120,3548,Los Angeles,90023,Los Angeles,-118.2117956,34.0187546,76.1
6037226002,1820,Los Angeles,90021,Los Angeles,-118.2477686,34.0326196,134.16
6037536104,3900,Los Angeles,90280,South Gate,-118.1782284,33.9448778,50.83
6037104703,2174,Los Angeles,91331,Los Angeles,-118.4005905,34.2552325,77.81
6037240500,7326,Los Angeles,90003,Los Angeles,-118.275663,33.9469248,113.88
6037535400,3553,Los Angeles,90002,Florence-Graham,-118.2314205,33.947117,101.27
6037291210,5768,Los Angeles,90247,Los Angeles,-118.2870814,33.8886904,70.46
6037570403,4832,Los Angeles,90805,Long Beach,-118.2044859,33.8778668,84.23
6037532302,4881,Los Angeles,90023,Commerce,-118.1751711,34.0096885,56.57
6037542200,7155,Los Angeles,90221,Compton,-118.1971508,33.8868935,92.82
6037534202,5748,Los Angeles,90201,Bell Gardens,-118.1611103,33.959603,54.25
6037531302,6215,Los Angeles,90023,East Los Angeles,-118.1827241,34.0169019,62.39
6037242600,4756,Los Angeles,90059,Los Angeles,-118.2502423,33.932376,136.47
6037242700,6035,Los Angeles,90059,Los Angeles,-118.2426486,33.9363535,110.5
6037206032,5687,Los Angeles,90033,Los Angeles,-118.2246242,34.046259,79.94
6037542401,4735,Los Angeles,90221,Compton,-118.2109036,33.8923624,95.67
6037203500,2907,Los Angeles,90033,Los Angeles,-118.2185819,34.057226,81.13
6037239201,3753,Los Angeles,90003,Los Angeles,-118.2771699,33.9857805,113.88
6037219902,3809,Los Angeles,90016,Los Angeles,-118.368517,34.02931,88.26
6037534201,4768,Los Angeles,90201,Bell Gardens,-118.1672627,33.9580353,54.25
6037540700,3230,Los Angeles,90059,Willowbrook,-118.2453429,33.9255436,120.42
6037540901,4904,Los Angeles,90061,West Rancho Dominguez,-118.2717325,33.9194635,121.6
6037533806,3794,Los Angeles,90201,Bell,-118.1704919,33.9722323,54.25
6037534102,6219,Los Angeles,90201,Bell Gardens,-118.1616452,33.9702059,54.25
6037127400,6558,Los Angeles,91406,Los Angeles,-118.4782103,34.2102531,77.98
6037570301,7273,Los Angeles,90805,Long Beach,-118.1922187,33.8676075,94.42
6037534301,4320,Los Angeles,90201,Cudahy,-118.1852919,33.9599735,43.15
6037294701,3099,Los Angeles,90744,Los Angeles,-118.2549079,33.7780161,76.33
6037239330,2458,Los Angeles,90001,Los Angeles,-118.2631029,33.9783876,113.45
6037570402,3400,Los Angeles,90805,Long Beach,-118.1986552,33.8685443,88.49
6037239702,4334,Los Angeles,90003,Los Angeles,-118.2750006,33.962202,113.88
6037540400,2109,Los Angeles,90059,Willowbrook,-118.2282398,33.9326754,122.71
6037296210,3132,Los Angeles,90731,Los Angeles,-118.2839528,33.7476138,103.61
6037534302,3720,Los Angeles,90201,Cudahy,-118.1755664,33.9593595,46.98
6037120020,3872,Los Angeles,91402,Los Angeles,-118.4548516,34.2188235,93.94
6037434004,3039,Los Angeles,91733,South El Monte,-118.0321896,34.0402202,65.92
6037205110,3904,Los Angeles,90023,Los Angeles,-118.2142985,34.0245059,76.1
6037122410,3457,Los Angeles,91605,Los Angeles,-118.3919739,34.2044832,79.39
6037532304,4013,Los Angeles,90040,Commerce,-118.1526793,33.9862905,50.87
6037208000,7508,Los Angeles,90026,Los Angeles,-118.2560631,34.0625684,41.43
6037575401,4788,Los Angeles,90813,Long Beach,-118.200174,33.7863532,127.96
6037572301,3841,Los Angeles,90810,Long Beach,-118.2215755,33.8219958,79.55
6037239310,4501,Los Angeles,90003,Los Angeles,-118.2773062,33.9785291,113.88
6037228900,2918,Los Angeles,90058,Los Angeles,-118.2430143,33.9920544,80.43
6037219901,4150,Los Angeles,90016,Los Angeles,-118.3605226,34.0297377,99.57
6037570502,6588,Los Angeles,90805,Long Beach,-118.1668021,33.8674703,94.42
6037570203,4165,Los Angeles,90805,Long Beach,-118.1600078,33.8783269,68.25
6037533002,2705,Los Angeles,90001,Florence-Graham,-118.2391487,33.9774904,80.16
6037228100,5505,Los Angeles,90011,Los Angeles,-118.2439607,34.009617,69.35
6037532603,3289,Los Angeles,90255,Huntington Park,-118.2333907,33.9846156,60.74
6037117408,3073,Los Angeles,91343,Los Angeles,-118.4703709,34.2248464,86.23
6037204700,5510,Los Angeles,90023,Los Angeles,-118.2124515,34.0309821,70.82
6037302401,7395,Los Angeles,91204,Glendale,-118.2597456,34.1316179,65.09
6037602900,4443,Los Angeles,90249,Gardena,-118.3065724,33.9079762,66.53
6037433504,4802,Los Angeles,91733,El Monte,-118.0551094,34.0585512,65.92
6037121222,5139,Los Angeles,91352,Los Angeles,-118.3919494,34.2321411,74.78
6037185320,2991,Los Angeles,90065,Los Angeles,-118.2242419,34.0887194,65.4
6037540000,7139,Los Angeles,90262,Lynwood,-118.1810628,33.9220335,67.6
6037120010,2704,Los Angeles,91402,Los Angeles,-118.4622655,34.2191995,93.8
6037404703,3110,Los Angeles,91706,Baldwin Park,-117.9903099,34.0641759,64.73
6037240200,5159,Los Angeles,90003,Los Angeles,-118.2761415,33.9560337,113.88
6037241120,5146,Los Angeles,90061,Los Angeles,-118.2768346,33.9364442,125.21
6037242100,2852,Los Angeles,90002,Los Angeles,-118.2336329,33.945396,103.63
6037570202,6124,Los Angeles,90805,Long Beach,-118.1785185,33.8794113,63.41
6037121900,3761,Los Angeles,91352,Los Angeles,-118.3831998,34.217858,69.64
6037241002,4144,Los Angeles,90059,Los Angeles,-118.2614031,33.925262,97.62
6037204600,4080,Los Angeles,90023,Los Angeles,-118.2158297,34.0366414,51.48
6037204820,2241,Los Angeles,90023,Los Angeles,-118.2058412,34.0238161,76.1
6037601502,4059,Los Angeles,90304,Lennox,-118.3635823,33.9400821,60.33
6037531301,4824,Los Angeles,90023,East Los Angeles,-118.1822336,34.0217436,60.62
6037122420,4503,Los Angeles,91605,Los Angeles,-118.3832842,34.20361,79.39
6037242200,6402,Los Angeles,90002,Los Angeles,-118.2391843,33.9486636,103.63
6037239501,3729,Los Angeles,90001,Los Angeles,-118.2628927,33.9729857,76.06
6037533001,4709,Los Angeles,90001,Florence-Graham,-118.24555,33.9802221,80.16
6037292000,6567,Los Angeles,90501,Unincorporated Los Angeles County area,-118.3021541,33.8484731,57.93
6037575801,2254,Los Angeles,90813,Long Beach,-118.2014531,33.7796381,104.11
6037433801,5944,Los Angeles,91733,South El Monte,-118.0364142,34.0494754,65.92
6037199000,5391,Los Angeles,90031,Los Angeles,-118.2197131,34.0800585,60.2
6037532900,7058,Los Angeles,90001,Florence-Graham,-118.2520343,33.9790503,80.16
6037433102,5348,Los Angeles,91733,El Monte,-118.0584597,34.0649651,65.48
6037534203,3206,Los Angeles,90201,Bell Gardens,-118.1514821,33.9583801,54.25
6037302302,5337,Los Angeles,91204,Glendale,-118.261783,34.1403264,67.87
6037432700,5779,Los Angeles,91731,El Monte,-118.0339351,34.0755467,51.4
6037291110,4391,Los Angeles,90044,Los Angeles,-118.2868209,33.9200912,81.43
6037239701,5134,Los Angeles,90003,Los Angeles,-118.2752632,33.966092,113.88
6037536103,5353,Los Angeles,90280,South Gate,-118.1850472,33.9427497,52.53
6037240010,3737,Los Angeles,90002,Los Angeles,-118.2637832,33.9583159,78.89
6037402402,6635,Los Angeles,91766,Pomona,-117.7865057,34.0546198,66.68
6037536000,3701,Los Angeles,90280,South Gate,-118.1918918,33.9548717,44.43
6037206200,4001,Los Angeles,90012,Los Angeles,-118.2415978,34.046994,77.42
6037532500,4195,Los Angeles,90255,Huntington Park,-118.2209803,33.9899239,54
6037542502,5006,Los Angeles,90220,Compton,-118.2253101,33.8940909,110.96
6037301601,6112,Los Angeles,91201,Glendale,-118.2865467,34.1623874,34.9
6037541603,3059,Los Angeles,90222,Compton,-118.2207001,33.913976,82.3
6037203100,4498,Los Angeles,90033,Los Angeles,-118.1964766,34.059079,60.33
6037602801,3718,Los Angeles,90044,West Athens,-118.3001717,33.927402,124.26
6037204810,5277,Los Angeles,90023,Los Angeles,-118.2030018,34.0285553,55.5
6037541604,5917,Los Angeles,90221,Compton,-118.2118964,33.9078664,81.13
6037543000,4531,Los Angeles,90220,Compton,-118.2582626,33.8906679,118.7
6037228800,5353,Los Angeles,90058,Los Angeles,-118.2432565,33.9992469,67
6037542106,3523,Los Angeles,90221,East Rancho Dominguez,-118.1890767,33.8934041,95.62
6037241202,5776,Los Angeles,90044,Los Angeles,-118.2857509,33.9334324,105.63
6037575802,5664,Los Angeles,90813,Long Beach,-118.197207,33.778962,119.54
6037532800,4590,Los Angeles,90001,Florence-Graham,-118.2520926,33.9864059,73.85
6037127210,5838,Los Angeles,91405,Los Angeles,-118.4596472,34.2066365,109.5
6037541605,4805,Los Angeles,90221,Compton,-118.2100244,33.8993431,95.67
6037123303,3087,Los Angeles,91605,Los Angeles,-118.4116037,34.1972751,67.5
6037229100,5146,Los Angeles,90011,Los Angeles,-118.2520958,33.9921607,69.72
6037540203,5807,Los Angeles,90262,Lynwood,-118.2043891,33.9275094,67.87
6037601401,5949,Los Angeles,90301,Inglewood,-118.3700611,33.9590575,92.39
6037127220,5045,Los Angeles,91405,Los Angeles,-118.4531264,34.2047824,109.67
6037204910,3341,Los Angeles,90023,Los Angeles,-118.1955701,34.0248828,76.1
6037530500,3719,Los Angeles,90022,East Los Angeles,-118.165883,34.0387595,66.37
6037229420,4759,Los Angeles,90011,Los Angeles,-118.2608177,33.9925311,66.83
6037241001,4197,Los Angeles,90061,Los Angeles,-118.2679732,33.9296426,119.22
6037402801,4976,Los Angeles,91766,Pomona,-117.7349296,34.0542821,67.92
6037294830,4134,Los Angeles,90744,Los Angeles,-118.267011,33.7729434,76.33
6037575402,4129,Los Angeles,90813,Long Beach,-118.1915438,33.7862264,128.01
6037208302,5269,Los Angeles,90026,Los Angeles,-118.2624816,34.0634788,45.67
6037542601,3295,Los Angeles,90222,Compton,-118.2265977,33.9058075,131.07
6037553802,6881,Los Angeles,90723,Paramount,-118.1719652,33.8861963,52.77
6037227020,3623,Los Angeles,90011,Los Angeles,-118.251933,34.0157537,69.72
6037433200,6246,Los Angeles,91731,El Monte,-118.0367895,34.0678011,48.95
6037237202,4556,Los Angeles,90047,Los Angeles,-118.3100903,33.9863341,141.59
6037128303,4176,Los Angeles,91411,Los Angeles,-118.4523813,34.1830757,74.24
6037601600,4439,Los Angeles,90304,Lennox,-118.3638538,33.9348001,59.03
6037533703,5259,Los Angeles,90270,Maywood,-118.1734078,33.9836095,51.32
6037530700,2157,Los Angeles,90063,East Los Angeles,-118.183979,34.0592143,56.55
6037432802,5077,Los Angeles,91731,El Monte,-118.0533005,34.0788602,45.36
6037128302,5000,Los Angeles,91411,Los Angeles,-118.4605367,34.1838638,75.59
6037240600,6167,Los Angeles,90003,Los Angeles,-118.2684059,33.946945,91.05
6037186401,3489,Los Angeles,90065,Los Angeles,-118.2455126,34.1174815,65.4
6037127711,3588,Los Angeles,91406,Los Angeles,-118.4698195,34.1879585,57.11
6037535101,7949,Los Angeles,90001,Florence-Graham,-118.2488118,33.9644276,75.3
6037532700,3417,Los Angeles,90001,Florence-Graham,-118.2413457,33.9852598,72.22
6037433700,3684,Los Angeles,91733,South El Monte,-118.0588991,34.0468938,65.92
6037243000,6829,Los Angeles,90002,Los Angeles,-118.2336919,33.9395183,90.26
6037534405,4351,Los Angeles,90201,Cudahy,-118.1829301,33.9660331,54.25
6037199700,3063,Los Angeles,90031,Los Angeles,-118.2202429,34.0678503,56.77
6037232120,5567,Los Angeles,90037,Los Angeles,-118.2839315,33.9996748,100.68
6037536102,3155,Los Angeles,90280,South Gate,-118.1690175,33.9431242,40.75
6037570501,8042,Los Angeles,90805,Long Beach,-118.1796736,33.8686923,94.42
6037535300,6524,Los Angeles,90001,Florence-Graham,-118.2361363,33.9615844,72.41
6037540502,6163,Los Angeles,90262,Lynwood,-118.2136057,33.915979,63.03
6037206010,4121,Los Angeles,90012,Los Angeles,-118.2302769,34.06898,30.75
6037291130,3626,Los Angeles,90248,Los Angeles,-118.2871419,33.9024424,75.78
6037199900,2692,Los Angeles,90031,Los Angeles,-118.2115758,34.0650794,52.95
6037541700,6638,Los Angeles,90262,Lynwood,-118.2033535,33.9170524,65.97
6037534101,2358,Los Angeles,90201,Bell Gardens,-118.16579,33.9718406,52.71
6037104401,3270,Los Angeles,91331,Los Angeles,-118.4327217,34.2670388,81.71
6037242300,4952,Los Angeles,90002,Los Angeles,-118.2461145,33.948506,103.63
6037109500,4832,Los Angeles,91340,Los Angeles,-118.4389293,34.2703268,66.35
6037127104,3821,Los Angeles,91405,Los Angeles,-118.4357986,34.2051758,109.67
6037232800,4489,Los Angeles,90037,Los Angeles,-118.2771882,33.9923979,50.48
6037434003,4717,Los Angeles,91732,El Monte,-118.0226938,34.0464413,61.82
6037535001,4512,Los Angeles,90001,Florence-Graham,-118.2531399,33.9714062,80.16
6037572900,5360,Los Angeles,90810,Long Beach,-118.2113097,33.7930319,74.82
6037530601,2930,Los Angeles,90063,East Los Angeles,-118.1755967,34.0539591,56.8
6037533603,6986,Los Angeles,90201,Bell,-118.195066,33.9724728,54.25
6037239602,4016,Los Angeles,90003,Los Angeles,-118.2749023,33.9694507,113.88
6037533902,4049,Los Angeles,90201,Bell Gardens,-118.1537012,33.967443,47.15
6037535603,3998,Los Angeles,90280,South Gate,-118.2236211,33.9564949,52.53
6037404802,4196,Los Angeles,91706,Baldwin Park,-117.9690103,34.072647,66.86
6037224010,2845,Los Angeles,90015,Los Angeles,-118.2658977,34.0367637,81.7
6037434001,4410,Los Angeles,91732,El Monte,-118.0141173,34.0520775,73.28
6037573201,4597,Los Angeles,90806,Long Beach,-118.1853182,33.8006191,91
6037553701,3981,Los Angeles,90723,Paramount,-118.1780909,33.9049478,61.83
6037121020,3610,Los Angeles,91605,Los Angeles,-118.4020625,34.2121219,79.39
6037294120,2687,Los Angeles,90744,Los Angeles,-118.2475763,33.7957797,76.33
6037241400,3785,Los Angeles,90061,Los Angeles,-118.2755609,33.92558,144.54
6037408800,4387,Los Angeles,91766,Pomona,-117.7503192,34.0577434,74.6
6037232700,6568,Los Angeles,90037,Los Angeles,-118.2858532,33.9923462,98.16
6037224200,2557,Los Angeles,90015,Los Angeles,-118.2767157,34.0406231,81.54
6037502301,5794,Los Angeles,90606,West Whittier-Los Nietos,-118.0787046,33.9680887,54.29
6037408301,5569,Los Angeles,91746,Avocado Heights,-117.9969046,34.0468815,48.99
6037187102,3739,Los Angeles,90039,Los Angeles,-118.2514556,34.1090483,45.61
6037533403,2848,Los Angeles,90270,Maywood,-118.1871993,33.9879399,47.78
6037543100,7254,Los Angeles,90220,Compton,-118.2539533,33.881033,96.18
6037239601,3682,Los Angeles,90003,Los Angeles,-118.2752977,33.9728371,113.88
6037297110,4649,Los Angeles,90731,Los Angeles,-118.284187,33.7346618,103.61
6037228720,4825,Los Angeles,90011,Los Angeles,-118.2499406,33.999367,69.72
6037226420,5531,Los Angeles,90011,Los Angeles,-118.2570623,34.0218419,69.72
6037540600,4981,Los Angeles,90059,Willowbrook,-118.2341162,33.9243583,66.54
6037532001,3036,Los Angeles,90640,Montebello,-118.1235535,34.0060075,45.64
6037199201,3660,Los Angeles,90031,Los Angeles,-118.211907,34.0762204,59.14
6037221401,3628,Los Angeles,90018,Los Angeles,-118.3132694,34.033886,89.86
6037535604,4476,Los Angeles,90280,South Gate,-118.2241036,33.9506731,52.53
6037195802,2691,Los Angeles,90026,Los Angeles,-118.2776959,34.0756705,55.51
6037122122,2728,Los Angeles,91352,Los Angeles,-118.3736105,34.2197648,74.78
6037535102,4621,Los Angeles,90002,Florence-Graham,-118.2488361,33.9587246,94.66
6037204420,3154,Los Angeles,90033,Los Angeles,-118.2116197,34.0445316,81.34
6037535200,6111,Los Angeles,90002,Florence-Graham,-118.2508919,33.9512593,103.63
6037218400,4737,Los Angeles,90016,Los Angeles,-118.3592342,34.0369278,78.02
6037433901,6032,Los Angeles,91732,El Monte,-118.0200912,34.0587041,68.46
6037242000,4189,Los Angeles,90002,Los Angeles,-118.2502155,33.9392821,85.34
6037294900,3853,Los Angeles,90744,Los Angeles,-118.2774453,33.7748702,73.77
6037535002,3648,Los Angeles,90001,Florence-Graham,-118.2465194,33.9711665,80.16
6037432801,2797,Los Angeles,91731,El Monte,-118.0467069,34.0769216,64.3
6037532303,4599,Los Angeles,90040,Commerce,-118.1463431,34.0003294,52.04
6037240900,6736,Los Angeles,90059,Los Angeles,-118.2606543,33.9346821,108.79
6037570204,4201,Los Angeles,90805,Long Beach,-118.1556129,33.8716329,78.42
6037541606,2348,Los Angeles,90221,Compton,-118.218295,33.8997715,95.67
6037531101,4851,Los Angeles,90063,East Los Angeles,-118.1885025,34.0360915,56.8
6037220100,2415,Los Angeles,90016,Los Angeles,-118.3651555,34.0251238,99.57
6037531702,5163,Los Angeles,90022,East Los Angeles,-118.1597749,34.0158731,72.44
6037237102,3407,Los Angeles,90044,Los Angeles,-118.2837235,33.9857553,74.12
6037231100,3474,Los Angeles,90007,Los Angeles,-118.2765579,34.0152478,41.22
6037302505,4376,Los Angeles,91205,Glendale,-118.253081,34.1273036,43.54
6037535606,2007,Los Angeles,90280,South Gate,-118.2252846,33.9476557,52.53
6037533901,6320,Los Angeles,90201,Bell Gardens,-118.1555455,33.9740105,46.84
6037207103,2393,Los Angeles,90012,Los Angeles,-118.2392725,34.0644824,30.75
6037224600,3385,Los Angeles,90007,Los Angeles,-118.2718023,34.0222989,53.6
6037532002,3360,Los Angeles,90640,Montebello,-118.1174056,34.0035288,57.34
6037127102,5779,Los Angeles,91405,Los Angeles,-118.4445253,34.2060073,109.67
6037531504,4250,Los Angeles,90022,East Los Angeles,-118.1673915,34.0282174,72.44
6037226410,3665,Los Angeles,90011,Los Angeles,-118.2622815,34.0241996,69.72
6037570404,3676,Los Angeles,90805,Long Beach,-118.1959346,33.877496,85.11
6037553801,4954,Los Angeles,90723,Paramount,-118.1687296,33.8927048,61.83
6037534502,4654,Los Angeles,90255,Huntington Park,-118.2006924,33.9653735,60.66
6037407002,3436,Los Angeles,91746,Industry,-117.991289,34.0555809,48.99
6037531000,5133,Los Angeles,90063,East Los Angeles,-118.1739023,34.0407632,45.48
6037540501,6713,Los Angeles,90262,Lynwood,-118.2193043,33.9247083,67.87
6037542602,5934,Los Angeles,90220,Compton,-118.2262997,33.8996115,102.85
6037240020,5223,Los Angeles,90002,Los Angeles,-118.2638081,33.9542444,99.07
6037229300,5715,Los Angeles,90011,Los Angeles,-118.2706778,33.9979135,69.72
6037404402,5156,Los Angeles,91702,Azusa,-117.9236036,34.1209332,71.92
6037572800,986,Los Angeles,90810,Long Beach,-118.2212087,33.7952959,79.55
6037229410,3697,Los Angeles,90011,Los Angeles,-118.2695618,33.9922359,69.59
6037553702,4723,Los Angeles,90723,Paramount,-118.1828739,33.8975428,55.62
6037231720,4934,Los Angeles,90037,Los Angeles,-118.284071,34.0074463,100.68
6037533602,5546,Los Angeles,90201,Bell,-118.1965167,33.9771928,54.25
6037228210,4233,Los Angeles,90011,Los Angeles,-118.2534818,34.010412,69.72
6037239802,5461,Los Angeles,90001,Los Angeles,-118.2629489,33.962408,74.29
6037541100,3251,Los Angeles,90220,West Rancho Dominguez,-118.2607508,33.8984704,79.8
6037207102,2926,Los Angeles,90012,Los Angeles,-118.2395097,34.0592851,30.75
6037228410,3600,Los Angeles,90011,Los Angeles,-118.2691132,34.01374,69.72
6037120107,3893,Los Angeles,91402,Los Angeles,-118.4563804,34.226419,87.77
6037226700,7661,Los Angeles,90011,Los Angeles,-118.2621294,34.0173502,69.72
6037120300,5238,Los Angeles,91402,Los Angeles,-118.4408399,34.2152914,93.94
6037206300,6103,Los Angeles,90013,Los Angeles,-118.2432134,34.0411108,83.69
6037123304,4362,Los Angeles,91605,Los Angeles,-118.4060882,34.1965389,48.94
6037191500,5931,Los Angeles,90029,Los Angeles,-118.296037,34.0872608,65.65
6037402702,6365,Los Angeles,91767,Pomona,-117.7259547,34.0640498,81.58
6037575300,4360,Los Angeles,90813,Long Beach,-118.1850264,33.7862258,128.01
6037402600,7493,Los Angeles,91767,Pomona,-117.7432184,34.0696836,87.89
6037186403,2698,Los Angeles,90065,Los Angeles,-118.2394938,34.1118266,65.4
6037408501,3050,Los Angeles,91745,Hacienda Heights,-117.9679168,34.0114015,46.16
6037122000,5892,Los Angeles,91605,Los Angeles,-118.4183782,34.2147689,68.8
6037534406,5027,Los Angeles,90201,Cudahy,-118.1749749,33.9647497,54.25
6037209102,5950,Los Angeles,90017,Los Angeles,-118.2675212,34.0551862,79.97
6037121802,3216,Los Angeles,91605,Los Angeles,-118.3913647,34.2192112,70.54
6037240300,5637,Los Angeles,90044,Los Angeles,-118.2861229,33.9564095,86.16
6037572500,3643,Los Angeles,90810,Long Beach,-118.2182796,33.8165383,79.55
6037543201,3605,Los Angeles,90220,Compton,-118.2347142,33.8849107,122.52
6037191810,3367,Los Angeles,90038,Los Angeles,-118.3277122,34.088924,58.73
6037119001,4435,Los Angeles,91331,Los Angeles,-118.4203143,34.2351095,81.71
6037124204,2192,Los Angeles,91601,Los Angeles,-118.3746553,34.1739725,62.98
6037541200,6546,Los Angeles,90222,Compton,-118.2543733,33.9083355,120.27
6037600502,2097,Los Angeles,90303,Inglewood,-118.3307284,33.9280513,87.64
6037541500,6273,Los Angeles,90222,Willowbrook,-118.2270116,33.9148293,131.07
6037402804,4238,Los Angeles,91766,Pomona,-117.7322415,34.0483608,74.43
6037535901,5578,Los Angeles,90280,South Gate,-118.194008,33.9462081,52.53
6037228420,3304,Los Angeles,90011,Los Angeles,-118.2718914,34.0082598,69.72
6037104822,2839,Los Angeles,91331,Los Angeles,-118.4209236,34.2458338,81.71
6037104403,3341,Los Angeles,91331,Los Angeles,-118.4344849,34.2587738,81.71
6037433401,3405,Los Angeles,91733,El Monte,-118.0426123,34.0596017,65.92
6037294820,3473,Los Angeles,90744,Los Angeles,-118.2656258,33.7797819,76.33
6037553601,4699,Los Angeles,90723,Paramount,-118.1692228,33.9046634,50.24
6037240402,3763,Los Angeles,90044,Los Angeles,-118.2854788,33.9446893,95.33
6037122200,3469,Los Angeles,91352,Los Angeles,-118.3594527,34.2143159,65.3
6037104701,4402,Los Angeles,91331,Los Angeles,-118.415214,34.2684745,81.71
6037503000,5606,Los Angeles,90605,South Whittier,-118.0508252,33.9243441,58.17
6037123020,3250,Los Angeles,91352,Los Angeles,-118.3664946,34.2047368,61.75
6037603302,4048,Los Angeles,90247,Gardena,-118.3073078,33.8749347,67.34
6037540902,4707,Los Angeles,90061,West Rancho Dominguez,-118.2718223,33.9109785,104.72
6037104810,5631,Los Angeles,91331,Los Angeles,-118.4111792,34.2502996,81.71
6037124103,1950,Los Angeles,91606,Los Angeles,-118.3834122,34.1884919,72.71
6037191620,2532,Los Angeles,90029,Los Angeles,-118.3027253,34.0885866,70
6037502200,6937,Los Angeles,90606,West Whittier-Los Nietos,-118.0729448,33.9775294,60.7
6037402101,5558,Los Angeles,91767,Pomona,-117.7337541,34.0860588,72.7
6037127520,4870,Los Angeles,91406,Los Angeles,-118.4697511,34.2184163,41.02
6037241201,3015,Los Angeles,90044,Los Angeles,-118.2858348,33.9402403,97.9
6037239320,4086,Los Angeles,90003,Los Angeles,-118.2717384,33.9785676,113.88
6037104404,3084,Los Angeles,91331,Los Angeles,-118.4286916,34.2639207,81.71
6037296500,3447,Los Angeles,90731,Los Angeles,-118.2927139,33.7480876,95.43
6037571701,6247,Los Angeles,90805,Long Beach,-118.2017298,33.847882,89.38
6037123206,2572,Los Angeles,91606,Los Angeles,-118.3748665,34.1937075,52.8
6037573202,6379,Los Angeles,90806,Long Beach,-118.1850191,33.7934864,90.98
6037530801,5407,Los Angeles,90063,East Los Angeles,-118.1883898,34.0508765,56.8
6037530101,5285,Los Angeles,90640,Montebello,-118.0998041,34.0116507,46.51
6037208402,2896,Los Angeles,90026,Los Angeles,-118.266009,34.0683668,55.72
6037291120,2407,Los Angeles,90248,Los Angeles,-118.2869247,33.9127934,70.95
6037190801,2682,Los Angeles,90028,Los Angeles,-118.3244586,34.0943767,52.96
6037602002,3057,Los Angeles,90250,Hawthorne,-118.3402541,33.9274077,52.66
6037232500,4940,Los Angeles,90062,Los Angeles,-118.3108167,33.9920834,112.71
6037601501,3918,Los Angeles,90304,Lennox,-118.3633462,33.9436514,58.43
6037203600,5276,Los Angeles,90033,Los Angeles,-118.2095139,34.0513395,81.34
6037132102,5401,Los Angeles,91406,Los Angeles,-118.497369,34.2020955,77.98
6037602509,4457,Los Angeles,90250,Hawthorne,-118.3338741,33.9178467,74.62
6037120030,2666,Los Angeles,91402,Los Angeles,-118.451843,34.2152447,93.94
6037531602,4432,Los Angeles,90022,East Los Angeles,-118.1647906,34.0186759,71.15
6037301702,5835,Los Angeles,91203,Glendale,-118.2691593,34.1511527,39.08
6037123301,4530,Los Angeles,91605,Los Angeles,-118.4001225,34.2003101,59.57
6037122121,2829,Los Angeles,91352,Los Angeles,-118.3705556,34.2142143,67.69
6037237101,4409,Los Angeles,90044,Los Angeles,-118.2913772,33.9856234,125.58
6037532604,2739,Los Angeles,90255,Huntington Park,-118.2289994,33.9842406,60.74
6037219300,4239,Los Angeles,90018,Los Angeles,-118.3318299,34.0267587,87.1
6037228310,4523,Los Angeles,90011,Los Angeles,-118.262416,34.011351,69.72
6037240700,6596,Los Angeles,90002,Los Angeles,-118.2593919,33.9470153,100.67
6037238320,3804,Los Angeles,90044,Los Angeles,-118.2861548,33.9621528,83.78
6037533300,3346,Los Angeles,90270,Maywood,-118.2024051,33.9927923,45.55
6037534900,6319,Los Angeles,90001,Florence-Graham,-118.2367913,33.9707698,67.65
6037199800,5828,Los Angeles,90031,Los Angeles,-118.2103403,34.0706563,59.14
6037104320,5292,Los Angeles,91331,Los Angeles,-118.4202492,34.2731324,81.71
6037131020,6704,Los Angeles,91335,Los Angeles,-118.5395023,34.2001766,83.59
6037433503,3269,Los Angeles,91733,South El Monte,-118.0487816,34.054936,65.92
6037536200,7281,Los Angeles,90280,South Gate,-118.1679058,33.9202524,41.9
6037531102,3210,Los Angeles,90063,East Los Angeles,-118.1815818,34.0368392,56.8
6037219800,2861,Los Angeles,90016,Los Angeles,-118.3547601,34.029939,99.57
6037218500,2641,Los Angeles,90016,Los Angeles,-118.3505675,34.0373844,87.75
6037402304,4057,Los Angeles,91768,Pomona,-117.7658059,34.0617068,78.05
6037209300,4885,Los Angeles,90017,Los Angeles,-118.2683015,34.05073,69.89
6037601302,7333,Los Angeles,90302,Inglewood,-118.3644426,33.9692979,93.18
6037603001,7498,Los Angeles,90247,Gardena,-118.2957134,33.9011403,87.73
6037533103,3283,Los Angeles,90255,Huntington Park,-118.231291,33.9771202,60.74
